NIM,ANGKATAN,SEMESTER,KODE_MK,NAMA_MK,SKS,NILAI,GRADE
12110310060,2012,1421,IS652,Seminar Sistem Informasi,3,73,B
12110310060,2012,1421,IS660,Metode Riset Sistem Informasi,3,70,B
12110310060,2012,1421,IS681,Sistem & Aplikasi Perusahaan 2,3,67,B-
12110310060,2012,1511,IS302,Konsep Sistem Operasi,3,59,C
12110310060,2012,1511,IS543,Sistem Pendukung Keputusan,3,83,A-
12110310060,2012,1511,IS670,Audit & Tata Kelola IT,3,60,C+
12110310060,2012,1511,IS725,Testing dan Implementasi SI,3,93,A
12110310060,2012,1511,IS782,Sistem & Aplikasi Perusahaan 3,3,47,D
12110310060,2012,1511,IS853,Magang Kerja,4,87,A
12110310060,2012,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,79,B+
12110310060,2012,1521,EM372,Pengantar Ekonomi,2,58,
12110310060,2012,1611,EA201,Pengantar Akuntansi 2,3,68,B-
12110310060,2012,1611,IS761,Skripsi 1,3,86,A
12110310060,2012,1611,IS862,Skripsi 2,3,87,A
12110310064,2012,1311,EM100,Dasar-dasar Bisnis,3,71,B
12110310064,2012,1311,EM180,Matematika Bisnis,3,92,A
12110310064,2012,1311,EM372,Pengantar Ekonomi,2,70,B
12110310064,2012,1311,SI302,Analisis Proses Bisnis,2,55,C
12110310064,2012,1311,SI750,Etika Bisnis & Hukum,2,95,A
12110310064,2012,1311,TI100,Algoritma dan Pemrograman,4,58,C
12110310064,2012,1311,TI101,Matematika Diskrit,3,71,B
12110310064,2012,1311,TI110,Pengantar Teknologi Multimedia,3,87,A
12110310064,2012,1311,TI220,Metode Perancangan Program,3,56,C
12110310064,2012,1311,UM121,Bahasa Inggris 1,2,90,A
12110310064,2012,1311,UM151,Agama,3,74,B
12110310064,2012,1311,UM160,Pendidikan Kewarganegaraan,3,70,B
12110310064,2012,1311,UM222,Bahasa Inggris 2,2,93,A
12110310064,2012,1321,EM201,Dasar-dasar Manajemen,3,73,B
12110310064,2012,1321,EM604,Technopreneurship,2,87,A
12110310064,2012,1321,IK402,Komunikasi Interpersonal,2,73,B
12110310064,2012,1321,SI420,Analisis dan Perancangan SI,3,90,A
12110310064,2012,1321,SI426,Interaksi Manusia Komputer,2,94,
12110310064,2012,1321,SI431,Pemrograman Visual Lanjutan,3,49,D
12110310064,2012,1411,EA100,Pengantar Akuntansi 1,3,78,B+
12110310064,2012,1411,SI325,Konsep Sistem Operasi,3,60,C+
12110310064,2012,1411,SI521,Analisis & Perancangan SI Lanjutan,3,80,A-
12110310064,2012,1411,SI527,Enterprise Resource Planning,3,72,B
12110310064,2012,1411,SK304,Probabilitas dan Statistika,3,71,B
12110310064,2012,1411,TI330,Pengantar Teknologi Internet,3,61,C+
12110310064,2012,1411,UM141,Bahasa Indonesia,3,65,B-
12110310064,2012,1421,EA201,Pengantar Akuntansi 2,3,66,B-
12110310064,2012,1421,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,83,A-
12110310064,2012,1421,IS251,Perilaku Organisasi,2,92,A
12110310064,2012,1421,IS341,Sistem Basis Data,3,78,B+
12110310064,2012,1421,IS623,Proyek Sistem Informasi,4,99,A
12110310064,2012,1421,IS624,Topik Lanjut Sistem Informasi 1,3,72,B
12110310064,2012,1421,IS726,Inovasi Teknologi Informasi,3,78,B+
12110310064,2012,1422,IS431,Pemrograman Visual,3,80,A-
12110310064,2012,1511,CE441,Jaringan Komputer,3,67,B-
12110310064,2012,1511,IS100,Sistem Informasi Dalam Manajemen,3,84,
12110310064,2012,1511,IS512,Manajemen Proyek SI,3,87,A
12110310064,2012,1511,IS543,Sistem Pendukung Keputusan,3,64,C+
12110310064,2012,1511,IS544,Database Lanjutan,3,75,B+
12110310064,2012,1511,IS670,Audit & Tata Kelola IT,3,80,A-
12110310064,2012,1511,IS725,Testing dan Implementasi SI,3,86,A
12110310064,2012,1521,IS513,E-Business,2,82,A-
12110310064,2012,1521,IS645,Administrasi Database 1,3,84,A-
12110310064,2012,1521,IS652,Seminar Sistem Informasi,3,95,A
12110310064,2012,1521,IS853,Magang Kerja,4,100,A
12110310064,2012,1521,UM321,Bahasa Inggris 3,2,90,A
12110310064,2012,1611,IF635,Pemrograman Web,3,76,B+
12110310064,2012,1611,IS747,Administrasi Database 2,3,88,A
12110310064,2012,1621,IS660,Metode Riset Sistem Informasi,3,80,A-
12110310064,2012,1621,IS761,Skripsi 1,3,62,C+
12110310064,2012,1621,IS862,Skripsi 2,3,64,C+
13110310001,2013,1311,EM100,Dasar-dasar Bisnis,3,73,B
13110310001,2013,1311,EM180,Matematika Bisnis,3,73,B
13110310001,2013,1311,TI100,Algoritma dan Pemrograman,4,73,B
13110310001,2013,1311,TI101,Matematika Diskrit,3,57,C
13110310001,2013,1311,TI110,Pengantar Teknologi Multimedia,3,93,
13110310001,2013,1311,UM121,Bahasa Inggris 1,2,74,B
13110310001,2013,1311,UM151,Agama,3,89,A
13110310001,2013,1321,EM201,Dasar-dasar Manajemen,3,71,B
13110310001,2013,1321,IK402,Komunikasi Interpersonal,2,73,B
13110310001,2013,1321,SI200,Pengantar Sistem Informasi,2,95,A
13110310001,2013,1321,SI214,Manajemen Operasional,3,71,B
13110310001,2013,1321,TI220,Metode Perancangan Program,3,58,C
13110310001,2013,1321,UM141,Bahasa Indonesia,3,88,A
13110310001,2013,1321,UM160,Pendidikan Kewarganegaraan,3,74,B
13110310001,2013,1321,UM222,Bahasa Inggris 2,2,72,B
13110310001,2013,1411,EM372,Pengantar Ekonomi,2,66,B-
13110310001,2013,1411,SI210,Pemrograman Visual,3,70,B
13110310001,2013,1411,SI301,Sistem Informasi Manajemen,3,76,B+
13110310001,2013,1411,SI302,Analisis Proses Bisnis,2,100,A
13110310001,2013,1411,SI325,Konsep Sistem Operasi,3,62,C+
13110310001,2013,1411,SI750,Etika Bisnis & Hukum,2,75,B+
13110310001,2013,1411,SK304,Probabilitas dan Statistika,3,73,B
13110310001,2013,1411,TI330,Pengantar Teknologi Internet,3,60,C+
13110310001,2013,1421,CE441,Jaringan Komputer,3,55,C
13110310001,2013,1421,EM604,Technopreneurship,2,83,A-
13110310001,2013,1421,IS220,Interaksi Manusia dan Komputer,3,84,A-
13110310001,2013,1421,IS321,Analisis & Perancangan SI,3,81,
13110310001,2013,1421,IS341,Sistem Basis Data,3,76,B+
13110310001,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,70,B
13110310001,2013,1421,IS726,Inovasi Teknologi Informasi,3,77,B+
13110310001,2013,1511,EA100,Pengantar Akuntansi 1,3,69,B-
13110310001,2013,1511,IF635,Pemrograman Web,3,61,C+
13110310001,2013,1511,IS403,Enterprise Resource Planning,3,45,D
13110310001,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,76,B+
13110310001,2013,1511,IS512,Manajemen Proyek SI,3,76,B+
13110310001,2013,1511,IS580,Sistem & Aplikasi Perusahaan 1,3,79,B+
13110310001,2013,1521,EA201,Pengantar Akuntansi 2,3,67,B-
13110310001,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,78,B+
13110310001,2013,1521,IS513,E-Business,2,83,A-
13110310001,2013,1521,IS623,Proyek Sistem Informasi,4,84,A-
13110310001,2013,1521,IS652,Seminar Sistem Informasi,3,90,A
13110310001,2013,1521,IS660,Metode Riset Sistem Informasi,3,67,B-
13110310001,2013,1521,IS681,Sistem & Aplikasi Perusahaan 2,3,70,B
13110310001,2013,1611,IS543,Sistem Pendukung Keputusan,3,81,A-
13110310001,2013,1611,IS670,Audit & Tata Kelola IT,3,81,
13110310001,2013,1611,IS725,Testing dan Implementasi SI,3,77,B+
13110310001,2013,1611,IS782,Sistem & Aplikasi Perusahaan 3,3,74,B
13110310001,2013,1621,IS761,Skripsi 1,3,77,B+
13110310001,2013,1621,IS853,Magang Kerja,4,78,B+
13110310001,2013,1621,IS862,Skripsi 2,3,77,B+
13110310002,2013,1311,EM100,Dasar-dasar Bisnis,3,70,B
13110310002,2013,1311,EM180,Matematika Bisnis,3,98,A
13110310002,2013,1311,TI100,Algoritma dan Pemrograman,4,85,A
13110310002,2013,1311,TI101,Matematika Diskrit,3,87,A
13110310002,2013,1311,TI110,Pengantar Teknologi Multimedia,3,71,B
13110310002,2013,1311,UM121,Bahasa Inggris 1,2,90,A
13110310002,2013,1311,UM151,Agama,3,99,A
13110310002,2013,1321,EM201,Dasar-dasar Manajemen,3,88,A
13110310002,2013,1321,IK402,Komunikasi Interpersonal,2,90,
13110310002,2013,1321,SI200,Pengantar Sistem Informasi,2,91,A
13110310002,2013,1321,SI214,Manajemen Operasional,3,88,A
13110310002,2013,1321,TI220,Metode Perancangan Program,3,71,B
13110310002,2013,1321,UM141,Bahasa Indonesia,3,88,A
13110310002,2013,1321,UM160,Pendidikan Kewarganegaraan,3,74,B
13110310002,2013,1321,UM222,Bahasa Inggris 2,2,92,A
13110310002,2013,1411,EM372,Pengantar Ekonomi,2,81,A-
13110310002,2013,1411,SI210,Pemrograman Visual,3,97,A
13110310002,2013,1411,SI301,Sistem Informasi Manajemen,3,81,A-
13110310002,2013,1411,SI302,Analisis Proses Bisnis,2,89,A
13110310002,2013,1411,SI325,Konsep Sistem Operasi,3,73,B
13110310002,2013,1411,SI750,Etika Bisnis & Hukum,2,98,A
13110310002,2013,1411,SK304,Probabilitas dan Statistika,3,100,A
13110310002,2013,1411,TI330,Pengantar Teknologi Internet,3,79,B+
13110310002,2013,1421,CE441,Jaringan Komputer,3,84,
13110310002,2013,1421,EM604,Technopreneurship,2,83,A-
13110310002,2013,1421,IS220,Interaksi Manusia dan Komputer,3,86,A
13110310002,2013,1421,IS321,Analisis & Perancangan SI,3,82,A-
13110310002,2013,1421,IS341,Sistem Basis Data,3,92,A
13110310002,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,82,A-
13110310002,2013,1421,IS726,Inovasi Teknologi Informasi,3,80,A-
13110310002,2013,1511,EA100,Pengantar Akuntansi 1,3,65,B-
13110310002,2013,1511,IF635,Pemrograman Web,3,82,A-
13110310002,2013,1511,IS403,Enterprise Resource Planning,3,96,A
13110310002,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,87,A
13110310002,2013,1511,IS512,Manajemen Proyek SI,3,87,A
13110310002,2013,1511,IS543,Sistem Pendukung Keputusan,3,80,A-
13110310002,2013,1511,IS544,Database Lanjutan,3,84,
13110310002,2013,1521,EA201,Pengantar Akuntansi 2,3,80,A-
13110310002,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,83,A-
13110310002,2013,1521,IS513,E-Business,2,99,A
13110310002,2013,1521,IS623,Proyek Sistem Informasi,4,84,A-
13110310002,2013,1521,IS645,Administrasi Database 1,3,93,A
13110310002,2013,1521,IS652,Seminar Sistem Informasi,3,92,A
13110310002,2013,1521,IS660,Metode Riset Sistem Informasi,3,98,A
13110310002,2013,1611,IS670,Audit & Tata Kelola IT,3,100,A
13110310002,2013,1611,IS725,Testing dan Implementasi SI,3,98,A
13110310002,2013,1611,IS747,Administrasi Database 2,3,94,A
13110310002,2013,1611,IS853,Magang Kerja,4,95,A
13110310002,2013,1621,IS761,Skripsi 1,3,80,A-
13110310002,2013,1621,IS862,Skripsi 2,3,83,A-
13110310003,2013,1311,EM100,Dasar-dasar Bisnis,3,94,A
13110310003,2013,1311,EM180,Matematika Bisnis,3,96,
13110310003,2013,1311,TI100,Algoritma dan Pemrograman,4,87,A
13110310003,2013,1311,TI101,Matematika Diskrit,3,72,B
13110310003,2013,1311,TI110,Pengantar Teknologi Multimedia,3,88,A
13110310003,2013,1311,UM121,Bahasa Inggris 1,2,71,B
13110310003,2013,1311,UM151,Agama,3,96,A
13110310003,2013,1321,EM201,Dasar-dasar Manajemen,3,90,A
13110310003,2013,1321,IK402,Komunikasi Interpersonal,2,71,B
13110310003,2013,1321,SI200,Pengantar Sistem Informasi,2,89,A
13110310003,2013,1321,SI214,Manajemen Operasional,3,91,A
13110310003,2013,1321,TI220,Metode Perancangan Program,3,92,A
13110310003,2013,1321,UM141,Bahasa Indonesia,3,95,A
13110310003,2013,1321,UM160,Pendidikan Kewarganegaraan,3,72,B
13110310003,2013,1321,UM222,Bahasa Inggris 2,2,73,B
13110310003,2013,1411,EM372,Pengantar Ekonomi,2,100,
13110310003,2013,1411,SI210,Pemrograman Visual,3,92,A
13110310003,2013,1411,SI301,Sistem Informasi Manajemen,3,82,A-
13110310003,2013,1411,SI302,Analisis Proses Bisnis,2,94,A
13110310003,2013,1411,SI325,Konsep Sistem Operasi,3,70,B
13110310003,2013,1411,SI750,Etika Bisnis & Hukum,2,92,A
13110310003,2013,1411,SK304,Probabilitas dan Statistika,3,87,A
13110310003,2013,1411,TI330,Pengantar Teknologi Internet,3,78,B+
13110310003,2013,1421,CE441,Jaringan Komputer,3,83,A-
13110310003,2013,1421,EM604,Technopreneurship,2,81,A-
13110310003,2013,1421,IS220,Interaksi Manusia dan Komputer,3,80,A-
13110310003,2013,1421,IS321,Analisis & Perancangan SI,3,98,A
13110310003,2013,1421,IS341,Sistem Basis Data,3,95,A
13110310003,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,95,A
13110310003,2013,1421,IS726,Inovasi Teknologi Informasi,3,93,A
13110310003,2013,1511,EA100,Pengantar Akuntansi 1,3,93,A
13110310003,2013,1511,IF635,Pemrograman Web,3,88,A
13110310003,2013,1511,IS403,Enterprise Resource Planning,3,98,A
13110310003,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,100,
13110310003,2013,1511,IS512,Manajemen Proyek SI,3,85,A
13110310003,2013,1511,IS543,Sistem Pendukung Keputusan,3,87,A
13110310003,2013,1511,IS544,Database Lanjutan,3,96,A
13110310003,2013,1521,EA201,Pengantar Akuntansi 2,3,82,A-
13110310003,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,98,A
13110310003,2013,1521,IS513,E-Business,2,94,A
13110310003,2013,1521,IS623,Proyek Sistem Informasi,4,85,A
13110310003,2013,1521,IS645,Administrasi Database 1,3,97,A
13110310003,2013,1521,IS652,Seminar Sistem Informasi,3,96,A
13110310003,2013,1521,IS660,Metode Riset Sistem Informasi,3,84,A-
13110310003,2013,1611,IS670,Audit & Tata Kelola IT,3,100,A
13110310003,2013,1611,IS725,Testing dan Implementasi SI,3,91,
13110310003,2013,1611,IS747,Administrasi Database 2,3,88,A
13110310003,2013,1611,IS853,Magang Kerja,4,96,A
13110310003,2013,1621,IS761,Skripsi 1,3,96,A
13110310003,2013,1621,IS862,Skripsi 2,3,90,A
13110310004,2013,1311,EM100,Dasar-dasar Bisnis,3,73,B
13110310004,2013,1311,EM180,Matematika Bisnis,3,57,C
13110310004,2013,1311,TI100,Algoritma dan Pemrograman,4,72,B
13110310004,2013,1311,TI101,Matematika Diskrit,3,71,
13110310004,2013,1311,TI110,Pengantar Teknologi Multimedia,3,85,A
13110310004,2013,1311,UM121,Bahasa Inggris 1,2,98,A
13110310004,2013,1311,UM151,Agama,3,88,A
13110310004,2013,1321,EM201,Dasar-dasar Manajemen,3,72,B
13110310004,2013,1321,IK402,Komunikasi Interpersonal,2,72,B
13110310004,2013,1321,SI200,Pengantar Sistem Informasi,2,100,A
13110310004,2013,1321,SI214,Manajemen Operasional,3,72,B
13110310004,2013,1321,TI220,Metode Perancangan Program,3,59,C
13110310004,2013,1321,UM141,Bahasa Indonesia,3,100,A
13110310004,2013,1321,UM160,Pendidikan Kewarganegaraan,3,74,
13110310004,2013,1321,UM222,Bahasa Inggris 2,2,95,A
13110310004,2013,1411,EM372,Pengantar Ekonomi,2,82,A-
13110310004,2013,1411,SI210,Pemrograman Visual,3,91,A
13110310004,2013,1411,SI301,Sistem Informasi Manajemen,3,72,B
13110310004,2013,1411,SI302,Analisis Proses Bisnis,2,83,A-
13110310004,2013,1411,SI325,Konsep Sistem Operasi,3,66,B-
13110310004,2013,1411,SI750,Etika Bisnis & Hukum,2,98,A
13110310004,2013,1411,SK304,Probabilitas dan Statistika,3,85,A
13110310004,2013,1411,TI330,Pengantar Teknologi Internet,3,74,B
13110310004,2013,1421,CE441,Jaringan Komputer,3,88,A
13110310004,2013,1421,EM604,Technopreneurship,2,83,A-
13110310004,2013,1421,IS220,Interaksi Manusia dan Komputer,3,80,A-
13110310004,2013,1421,IS321,Analisis & Perancangan SI,3,100,A
13110310004,2013,1421,IS341,Sistem Basis Data,3,95,
13110310004,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,89,A
13110310004,2013,1421,IS726,Inovasi Teknologi Informasi,3,78,B+
13110310004,2013,1511,EA100,Pengantar Akuntansi 1,3,77,B+
13110310004,2013,1511,IF635,Pemrograman Web,3,99,A
13110310004,2013,1511,IS403,Enterprise Resource Planning,3,87,A
13110310004,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,85,A
13110310004,2013,1511,IS512,Manajemen Proyek SI,3,92,A
13110310004,2013,1511,IS543,Sistem Pendukung Keputusan,3,92,A
13110310004,2013,1511,IS544,Database Lanjutan,3,97,A
13110310004,2013,1521,EA201,Pengantar Akuntansi 2,3,72,B
13110310004,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,82,A-
13110310004,2013,1521,IS513,E-Business,2,94,A
13110310004,2013,1521,IS623,Proyek Sistem Informasi,4,98,A
13110310004,2013,1521,IS645,Administrasi Database 1,3,86,A
13110310004,2013,1521,IS652,Seminar Sistem Informasi,3,98,A
13110310004,2013,1521,IS660,Metode Riset Sistem Informasi,3,97,A
13110310004,2013,1611,IS670,Audit & Tata Kelola IT,3,97,A
13110310004,2013,1611,IS725,Testing dan Implementasi SI,3,85,
13110310004,2013,1611,IS747,Administrasi Database 2,3,85,A
13110310004,2013,1611,IS853,Magang Kerja,4,85,A
13110310004,2013,1621,IS761,Skripsi 1,3,87,A
13110310004,2013,1621,IS862,Skripsi 2,3,99,A
13110310005,2013,1311,EM100,Dasar-dasar Bisnis,3,70,B
13110310005,2013,1311,EM180,Matematika Bisnis,3,72,B
13110310005,2013,1311,TI100,Algoritma dan Pemrograman,4,58,C
13110310005,2013,1311,TI101,Matematika Diskrit,3,56,C
13110310005,2013,1311,TI110,Pengantar Teknologi Multimedia,3,99,A
13110310005,2013,1311,UM121,Bahasa Inggris 1,2,73,B
13110310005,2013,1311,UM151,Agama,3,94,A
13110310005,2013,1321,EM201,Dasar-dasar Manajemen,3,74,B
13110310005,2013,1321,IK402,Komunikasi Interpersonal,2,73,B
13110310005,2013,1321,SI200,Pengantar Sistem Informasi,2,74,B
13110310005,2013,1321,SI214,Manajemen Operasional,3,72,
13110310005,2013,1321,TI220,Metode Perancangan Program,3,59,C
13110310005,2013,1321,UM141,Bahasa Indonesia,3,73,B
13110310005,2013,1321,UM160,Pendidikan Kewarganegaraan,3,59,C
13110310005,2013,1321,UM222,Bahasa Inggris 2,2,71,B
13110310005,2013,1411,EM372,Pengantar Ekonomi,2,71,B
13110310005,2013,1411,SI210,Pemrograman Visual,3,66,B-
13110310005,2013,1411,SI301,Sistem Informasi Manajemen,3,71,B
13110310005,2013,1411,SI302,Analisis Proses Bisnis,2,99,A
13110310005,2013,1411,SI325,Konsep Sistem Operasi,3,69,B-
13110310005,2013,1411,SI750,Etika Bisnis & Hukum,2,93,A
13110310005,2013,1411,SK304,Probabilitas dan Statistika,3,72,B
13110310005,2013,1411,TI330,Pengantar Teknologi Internet,3,72,B
13110310005,2013,1421,CE441,Jaringan Komputer,3,79,B+
13110310005,2013,1421,EM604,Technopreneurship,2,80,A-
13110310005,2013,1421,IS220,Interaksi Manusia dan Komputer,3,83,A-
13110310005,2013,1421,IS321,Analisis & Perancangan SI,3,77,B+
13110310005,2013,1421,IS341,Sistem Basis Data,3,83,A-
13110310005,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,82,
13110310005,2013,1421,IS726,Inovasi Teknologi Informasi,3,76,B+
13110310005,2013,1511,EA100,Pengantar Akuntansi 1,3,70,B
13110310005,2013,1511,IF635,Pemrograman Web,3,78,B+
13110310005,2013,1511,IS403,Enterprise Resource Planning,3,89,A
13110310005,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,91,A
13110310005,2013,1511,IS512,Manajemen Proyek SI,3,87,A
13110310005,2013,1511,IS543,Sistem Pendukung Keputusan,3,87,A
13110310005,2013,1511,IS580,Sistem & Aplikasi Perusahaan 1,3,83,A-
13110310005,2013,1521,EA201,Pengantar Akuntansi 2,3,69,B-
13110310005,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,77,B+
13110310005,2013,1521,IS513,E-Business,2,89,A
13110310005,2013,1521,IS623,Proyek Sistem Informasi,4,89,A
13110310005,2013,1521,IS652,Seminar Sistem Informasi,3,90,A
13110310005,2013,1521,IS660,Metode Riset Sistem Informasi,3,84,A-
13110310005,2013,1521,IS681,Sistem & Aplikasi Perusahaan 2,3,97,
13110310005,2013,1611,IS670,Audit & Tata Kelola IT,3,87,A
13110310005,2013,1611,IS725,Testing dan Implementasi SI,3,99,A
13110310005,2013,1611,IS782,Sistem & Aplikasi Perusahaan 3,3,90,A
13110310005,2013,1611,IS853,Magang Kerja,4,96,A
13110310005,2013,1621,IS761,Skripsi 1,3,95,A
13110310005,2013,1621,IS862,Skripsi 2,3,96,A
13110310006,2013,1311,EM100,Dasar-dasar Bisnis,3,71,B
13110310006,2013,1311,EM180,Matematika Bisnis,3,59,C
13110310006,2013,1311,TI100,Algoritma dan Pemrograman,4,57,C
13110310006,2013,1311,TI101,Matematika Diskrit,3,47,D
13110310006,2013,1311,TI110,Pengantar Teknologi Multimedia,3,71,B
13110310006,2013,1311,UM121,Bahasa Inggris 1,2,55,C
13110310006,2013,1311,UM151,Agama,3,98,A
13110310006,2013,1321,EM201,Dasar-dasar Manajemen,3,74,B
13110310006,2013,1321,IK402,Komunikasi Interpersonal,2,74,B
13110310006,2013,1321,SI200,Pengantar Sistem Informasi,2,71,B
13110310006,2013,1321,SI214,Manajemen Operasional,3,55,C
13110310006,2013,1321,UM141,Bahasa Indonesia,3,99,A
13110310006,2013,1321,UM160,Pendidikan Kewarganegaraan,3,71,B
13110310006,2013,1321,UM222,Bahasa Inggris 2,2,58,
13110310006,2013,1411,EM372,Pengantar Ekonomi,2,58,C
13110310006,2013,1411,SI210,Pemrograman Visual,3,62,C+
13110310006,2013,1411,SI301,Sistem Informasi Manajemen,3,73,B
13110310006,2013,1411,SI302,Analisis Proses Bisnis,2,66,B-
13110310006,2013,1411,SI750,Etika Bisnis & Hukum,2,75,B+
13110310006,2013,1411,SK304,Probabilitas dan Statistika,3,66,B-
13110310006,2013,1411,TI330,Pengantar Teknologi Internet,3,56,C
13110310006,2013,1421,CE441,Jaringan Komputer,3,48,D
13110310006,2013,1421,EM604,Technopreneurship,2,85,A
13110310006,2013,1421,IS220,Interaksi Manusia dan Komputer,3,83,A-
13110310006,2013,1421,IS321,Analisis & Perancangan SI,3,76,B+
13110310006,2013,1421,IS341,Sistem Basis Data,3,67,B-
13110310006,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,67,B-
13110310006,2013,1421,IS726,Inovasi Teknologi Informasi,3,73,B
13110310006,2013,1422,IF140,Logika Pemrograman,3,69,B-
13110310006,2013,1511,EA100,Pengantar Akuntansi 1,3,62,
13110310006,2013,1511,IF635,Pemrograman Web,3,68,B-
13110310006,2013,1511,IS403,Enterprise Resource Planning,3,81,A-
13110310006,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,79,B+
13110310006,2013,1511,IS512,Manajemen Proyek SI,3,83,A-
13110310006,2013,1511,IS543,Sistem Pendukung Keputusan,3,66,B-
13110310006,2013,1511,IS580,Sistem & Aplikasi Perusahaan 1,3,75,B+
13110310006,2013,1521,EA201,Pengantar Akuntansi 2,3,64,C+
13110310006,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,68,B-
13110310006,2013,1521,IS513,E-Business,2,81,A-
13110310006,2013,1521,IS623,Proyek Sistem Informasi,4,77,B+
13110310006,2013,1521,IS652,Seminar Sistem Informasi,3,98,A
13110310006,2013,1521,IS660,Metode Riset Sistem Informasi,3,79,B+
13110310006,2013,1521,IS681,Sistem & Aplikasi Perusahaan 2,3,76,
13110310006,2013,1611,IS302,Konsep Sistem Operasi,3,66,B-
13110310006,2013,1611,IS670,Audit & Tata Kelola IT,3,76,
13110310006,2013,1611,IS725,Testing dan Implementasi SI,3,79,B+
13110310006,2013,1611,IS782,Sistem & Aplikasi Perusahaan 3,3,81,A-
13110310006,2013,1611,IS853,Magang Kerja,4,93,A
13110310006,2013,1621,IS761,Skripsi 1,3,86,A
13110310006,2013,1621,IS862,Skripsi 2,3,85,A
13110310007,2013,1311,EM100,Dasar-dasar Bisnis,3,72,B
13110310007,2013,1311,TI100,Algoritma dan Pemrograman,4,56,C
13110310007,2013,1311,TI101,Matematika Diskrit,3,55,C
13110310007,2013,1311,TI110,Pengantar Teknologi Multimedia,3,72,B
13110310007,2013,1311,UM121,Bahasa Inggris 1,2,72,B
13110310007,2013,1311,UM151,Agama,3,96,A
13110310007,2013,1321,EM201,Dasar-dasar Manajemen,3,72,B
13110310007,2013,1321,IK402,Komunikasi Interpersonal,2,88,A
13110310007,2013,1321,SI200,Pengantar Sistem Informasi,2,70,B
13110310007,2013,1321,SI214,Manajemen Operasional,3,59,C
13110310007,2013,1321,UM141,Bahasa Indonesia,3,73,B
13110310007,2013,1321,UM160,Pendidikan Kewarganegaraan,3,72,B
13110310007,2013,1321,UM222,Bahasa Inggris 2,2,55,C
13110310007,2013,1411,EM372,Pengantar Ekonomi,2,68,
13110310007,2013,1411,SI210,Pemrograman Visual,3,63,C+
13110310007,2013,1411,SI301,Sistem Informasi Manajemen,3,82,A-
13110310007,2013,1411,SI302,Analisis Proses Bisnis,2,84,A-
13110310007,2013,1411,SI325,Konsep Sistem Operasi,3,75,B+
13110310007,2013,1411,SI750,Etika Bisnis & Hukum,2,81,A-
13110310007,2013,1411,SK304,Probabilitas dan Statistika,3,73,B
13110310007,2013,1411,TI330,Pengantar Teknologi Internet,3,61,C+
13110310007,2013,1421,EM604,Technopreneurship,2,98,A
13110310007,2013,1421,IS220,Interaksi Manusia dan Komputer,3,86,A
13110310007,2013,1421,IS321,Analisis & Perancangan SI,3,85,A
13110310007,2013,1421,IS341,Sistem Basis Data,3,79,B+
13110310007,2013,1421,IS534,Pemrograman Aplikasi Mobile,3,68,
13110310007,2013,1421,IS726,Inovasi Teknologi Informasi,3,76,B+
13110310007,2013,1511,EA100,Pengantar Akuntansi 1,3,76,B+
13110310007,2013,1511,IF635,Pemrograman Web,3,63,C+
13110310007,2013,1511,IS403,Enterprise Resource Planning,3,100,A
13110310007,2013,1511,IS422,Analisis & Perancangan SI Lanjutan,3,95,
13110310007,2013,1511,IS512,Manajemen Proyek SI,3,97,A
13110310007,2013,1511,IS543,Sistem Pendukung Keputusan,3,92,A
13110310007,2013,1511,IS580,Sistem & Aplikasi Perusahaan 1,3,84,A-
13110310007,2013,1521,EA201,Pengantar Akuntansi 2,3,63,C+
13110310007,2013,1521,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,83,A-
13110310007,2013,1521,IS513,E-Business,2,85,A
13110310007,2013,1521,IS623,Proyek Sistem Informasi,4,97,A
13110310007,2013,1521,IS652,Seminar Sistem Informasi,3,97,A
13110310007,2013,1521,IS660,Metode Riset Sistem Informasi,3,82,A-
13110310007,2013,1521,IS681,Sistem & Aplikasi Perusahaan 2,3,80,A-
13110310007,2013,1611,CE441,Jaringan Komputer,3,55,C
13110310007,2013,1611,IF140,Logika Pemrograman,3,59,C
13110310007,2013,1611,IS110,Matematika Bisnis,3,62,C+
13110310007,2013,1611,IS670,Audit & Tata Kelola IT,3,81,A-
